X Points,Y Points,Heading,Arc Length,Delta Heading,Delta Arc Length,Curvature,Left Power,Right Power,Left Adjusted Power,Right Adjusted Power
980.23777,4231.8743515,2.681841676820254,417.6356818416748,1.8063410971988727,205.73659270224903,0.008779872717213135,0.6096829451400566,0.7903170548599433,0.15968294514005663,0.34031705485994335
989.86416,4437.385612,4.556381374780675,617.5930969317155,1.874539697960421,199.95741509004074,0.00937469459242793,0.6062730151019764,0.7937269848980235,0.1562730151019764,0.3437269848980236
1005.74879,4636.7110905,6.4961376761070175,812.1593178732941,1.9397563013263426,194.56622094157854,0.009969645768618633,0.6030121849336836,0.7969878150663163,0.15301218493368368,0.3469878150663163
1027.76128,4830.028096,8.497017687282092,1001.7259267008088,2.0008800111750746,189.56660882751476,0.010555023500977728,0.5999559994412464,0.8000440005587535,0.1499559994412465,0.3500440005587535
1055.77125,5017.5139375,10.553760305244102,1186.6868068520484,2.0567426179620103,184.96088015123962,0.011119879059184025,0.5971628691018992,0.8028371308981007,0.1471628691018992,0.35283713089810076
1089.64832,5199.345924,12.659915526296764,1367.436616677987,2.1061552210526617,180.74980982593866,0.011652323303027819,0.5946922389473683,0.8053077610526316,0.14469223894736843,0.35530776105263157
1129.2621100000001,5375.7013645,14.807868311680018,1544.3690470378574,2.1479527853832536,176.9324303598703,0.012139960893627339,0.5926023607308366,0.8073976392691633,0.1426023607308366,0.3573976392691634
1174.48224,5546.757568,16.98891272382449,1717.8748893804077,2.181044412144473,173.5058423425503,0.012570437875160967,0.5909477793927749,0.809052220607225,-0.3775394399959071,-0.15943499878145695
1225.17833,5712.6918435,19.19337868014455,1888.339954060467,2.2044659563200604,170.4650646800594,0.012932068869698068,0.5897767021839968,0.8102232978160031,-0.40944915174033897,-0.18900255610833255
1281.2199999999998,5873.6815,21.410809401457012,2056.1428910674304,2.2174307213124607,167.80293700696325,0.01321449290974224,0.589128463934378,0.8108715360656219,-0.43410343339371227,-0.21236036126246835
1342.47687,6029.903846499999,23.6301829314775,2221.652975454719,2.219373530020487,165.51008438728877,0.013409294897265809,0.5890313234989747,0.8109686765010252,-0.45075874276861894,-0.2288213897665684
1408.81856,6181.536192,25.8401666161751,2385.2279262559864,2.209983684697601,163.57495080126728,0.013510526360375153,0.5895008157651205,0.8104991842348794,-0.45889392486676744,-0.23789555639700838
1480.1146899999999,6328.7558455,28.02938985717741,2547.2118295799073,2.18922324100231,161.9839033239209,0.013515066596614216,0.5905388379498845,0.8094611620501154,-0.45824182276232384,-0.23931949866209287
1556.23488,6471.740116,30.18671839678438,2707.933233438676,2.1573285396069686,160.72140385876855,0.013422783075629953,0.5921335730196517,0.8078664269803482,-0.44880298840889427,-0.23307013444819774
1637.04875,6610.6663125,32.3015132177773,2867.703473866079,2.1147948209929197,159.77024042740322,0.013236475174197739,0.5942602589503536,0.8057397410496463,-0.430840130856454,-0.21936064875716133
1722.4259200000001,6745.711744,34.3638588806037,3026.815279820416,2.0623456628264023,159.1118059543369,0.012961613064829654,0.5968827168586812,0.8031172831413187,-0.40485439365183934,-0.19861982736920197
1812.23601,6877.0537195,36.36474946416763,3185.541689534296,2.0008905835639297,158.72640971388,0.01260590841291469,0.5999554708218028,0.8000445291781971,-0.3715467442759458,-0.17145768591955143
1906.3486400000002,7004.869548000001,38.29622465280403,3344.1352949207403,1.9314751886363979,158.59360538644432,0.012178770915321466,0.6034262405681801,0.7965737594318199,0.1534262405681801,0.3465737594318199
2004.6334300000003,7129.336538500001,40.15145322634582,3502.8278149349585,1.855228573541794,158.6925200142182,0.011690712160696594,0.6072385713229096,0.7927614286770903,0.15723857132290958,0.3427614286770904
2106.96,7250.632000000001,41.92476559875027,3661.82998476343,1.7733123724044475,159.00216982847132,0.011152755804008707,0.6113343813797769,0.788665618620223,0.1613343813797769,0.3386656186202231
2213.19797,7368.933241500001,43.61164060502819,3821.331736326394,1.6868750062779228,159.50175156296427,0.010575902707952646,0.6156562496861028,0.7843437503138971,0.1656562496861028,0.3343437503138972
2323.2169600000007,7484.417572000001,45.208654170275636,3981.5026373495684,1.597013565247444,160.17090102317434,0.009970684781353467,0.6201493217376282,0.7798506782623718,0.17014932173762815,0.32985067826237185
2436.886590000001,7597.2623005000005,46.71339874892287,4142.492551273155,1.5047445786472338,160.98991392358676,0.00934682516422416,0.6247627710676369,0.775237228932363,0.17476277106763688,0.3252372289323631
2554.0764800000006,7707.644736000001,48.1243826201021,4304.432478264764,1.4109838711792264,161.93992699160844,0.008713007949252243,0.6294508064410393,0.7705491935589606,0.1794508064410394,0.3205491935589606
2674.656250000001,7815.7421875,49.440917502707755,4467.435538103077,1.3165348826056587,163.00305983831367,0.008076749503423748,0.6341732558697174,0.7658267441302825,0.18417325586971742,0.31582674413028256
2798.4955200000004,7921.7319640000005,50.66300179097502,4631.598058103227,1.2220842882672613,164.16252000014993,0.007444356289524435,0.6388957855866351,0.7611042144133648,0.18889578558663517,0.31110421441336483
2925.463910000001,8025.7913745000005,51.79120527430237,4797.00073295132,1.1282034833273542,165.40267484809283,0.00682095065489992,0.6435898258336351,0.7564101741663648,0.19358982583363513,0.30641017416636485
3055.431040000001,8128.097728000001,52.826559711801785,4963.709827748025,1.0353544374994144,166.70909479670536,0.006210545613975173,0.6482322781250275,0.7517677218749724,0.2203359009371378,0.3238713446870828
3188.266530000001,8228.828333500001,53.77045823754677,5131.778400269555,0.9438985257449843,168.06857252152986,0.005616151262450233,0.65280507371275,0.7471949262872499,0.2754322164044803,0.3698220689789801
3323.8400000000015,8328.160500000002,54.624565370082514,5301.247523089758,0.854107132535745,169.46912282020276,0.005039898232328,0.6572946433732141,0.7427053566267858,0.3289032936253342,0.41431400687890585
3462.0210700000016,8426.2715365,55.39073843078182,5472.147490528747,0.7661730606993089,170.89996743898882,0.004483166803251963,0.6616913469650342,0.7383086530349657,0.3806221686886174,0.457239474758549
3602.6793600000015,8523.338752,56.0709604436824,5644.498999254991,0.6802220129005789,172.351508726244,0.003946713422631004,0.6659888993549714,0.7340111006450285,0.4305182584313361,0.4985404597213933
3745.684490000002,8619.539455500002,56.66728407398279,5818.314294697853,0.5963236303003896,173.8152954428624,0.0034307891534000046,0.6701838184849804,0.7298161815150195,0.4785667404459802,0.5381991034760192
