X Points,Y Points,Heading,Arc Length,Delta Heading,Delta Arc Length,Curvature,Left Power,Right Power,Left Adjusted Power,Right Adjusted Power
24575.991808,28917.764096,-0.013367455440009068,491.55277482588525,-0.011457627953804795,245.78867868935524,4.6615767719262166E-5,-0.6994271186023095,-0.7005728813976904,-0.7954647783461724,-0.7966105411415532
24575.934464,29163.552768,-0.03627583482941029,737.3906480988089,-0.022908379389401223,245.83787327292367,9.318490712768824E-5,-0.6988545810305297,-0.7011454189694702,-0.7909338639246762,-0.7932247018636168
24575.778816,29409.390592,-0.07062120920134013,983.30238689768,-0.03434537437192984,245.91173879887106,1.3966545289669375E-4,-0.6982827312814021,-0.7017172687185979,-0.7864111677851832,-0.789845705222379
24575.475712,29655.302144,-0.1163829354625329,1229.312750421707,-0.045761726261192764,246.01036352402707,1.8601544099869005E-4,-0.6977119136869414,-0.7022880863130585,-0.7819006012020528,-0.7864767738281699
24574.976,29901.312,-0.17353347399419544,1475.446615339455,-0.05715053853166255,246.13386491774804,2.3219291075922763E-4,-0.6971424730734165,-0.7028575269265834,-0.7774060756588822,-0.7831211295120492
24574.230528,30147.444736,-0.24203837590497007,1721.729004824419,-0.06850490191077463,246.28238948496391,2.7815590897107417E-4,-0.6965747549044621,-0.7034252450955378,-0.7729315026419209,-0.7797819928329967
24573.190144,30393.724928,-0.321856267717885,1968.1851173694545,-0.07981789181291493,246.45611254503547,3.2386249620123674E-4,-0.6960091054093556,-0.7039908945906443,-0.7684807932322505,-0.7764625824135393
24571.805696,30640.177152,-0.4129388339413275,2214.840355335853,-0.09108256622344252,246.65523796639854,3.6927075611454515E-4,-0.6954458716888267,-0.7045541283111733,-0.7640578574190904,-0.773166114041437
24570.028032,30886.825984,-0.5152307980096248,2461.720353192953,-0.10229196406829727,246.87999785710008,4.143388081504619E-4,-0.694885401796585,-0.7051145982034149,-0.7596666031037959,-0.7698957995106258
24567.808,31133.696,-0.6286699021810546,2708.851005404147,-0.11343910417142977,247.13065221119405,4.59024824142414E-4,-0.6943280447914277,-0.7056719552085722,-0.7553109347393226,-0.7666548451564671
24565.096448,31380.811776,-0.7531868870234149,2956.2584939153535,-0.12451698484236029,247.40748851120634,5.03287049198253E-4,-0.6937741507578822,-0.7062258492421177,-0.7509947515760308,-0.7634464500602663
24561.844224,31628.197888,-0.888705471233781,3203.9693152020377,-0.1355185842103661,247.71082128668422,5.470838274503613E-4,-0.6932240707894803,-0.7067759292105196,-0.7467219454561997,-0.760273803877239
24558.002176,31875.878912,-1.0351423325436762,3452.010306831143,-0.1464368613098952,248.04099162910552,5.903736327939911E-4,-0.692678156934505,-0.707321843065495,-0.7424963981470158,-0.7571400842780058
24553.521152,32123.879424,-1.192407090561228,3700.4086734944904,-0.1572647580175519,248.39836666334713,6.33115105103315E-4,-0.6921367620991221,-0.7078632379008778,-0.7383219781653404,-0.7540484539670961
24548.352,32372.224,-1.3604022924421237,3949.192012470462,-0.16799520188089567,248.78333897597167,6.752670921307828E-4,-0.6916002399059554,-0.7083997600940445,-0.734202537074839,-0.751002057262928
24542.445568,32620.937216,-1.5390234023219744,4198.388338471254,-0.1786211098798507,249.1963260007924,7.167886972750751E-4,-0.6910689445060079,-0.708931055493992,-0.7301419052376266,-0.7480040162256107
24535.752704,32870.043648,-1.7281587954748499,4448.026107833367,-0.18913539315287542,249.63776936211252,7.576393333275625E-4,-0.6905432303423554,-0.7094567696576445,-0.7261438870095127,-0.7450574263248018
