X Points,Y Points,Heading,Arc Length,Delta Heading,Delta Arc Length,Curvature,Left Power,Right Power,Left Adjusted Power,Right Adjusted Power
9669.004221,-4928.4905340000005,179.99809886585152,1798.9686725000058,-0.0016349283089880373,890.4781384901996,1.8360117315850657E-6,0.6999182535845505,0.7000817464154494,0.7999256854182648,0.7997621925873659
9669.033768,-5818.968672,179.994735294443,2671.774222184607,-0.0033635714085278323,872.8055496846011,3.85374658732965E-6,0.699831821429575,0.7001681785704249,0.799840610110502,0.7995042529696521
9669.113967,-6691.7742180000005,179.98953995580342,3527.246994440616,-0.005195338639566671,855.4727722560092,6.073061362158598E-6,0.6997402330680216,0.7002597669319783,0.7997435567161949,0.7992240228522381
9669.270144,-7547.246976,179.98240556946206,4365.726807974344,-0.007134386341363097,838.4798135337282,8.508715685468453E-6,0.6996432806829318,0.7003567193170681,0.7996334784838034,0.7989200398496671
9669.527625,-8385.72675,179.9732207040723,5187.5534917385685,-0.009184865389755714,821.8266837642241,1.1176158636897224E-5,0.6995407567305107,0.7004592432694892,0.799509269785353,0.7985907832463746
9669.911736,-9207.553344,179.96186980993545,5993.066888114162,-0.01135089413685364,805.5133963755934,1.4091502621715511E-5,0.6994324552931572,0.7005675447068427,0.799369766983997,0.7982346775703115
9670.447803,-10013.066562,179.94823328238724,6782.606856369476,-0.013636527548214872,789.5399682553143,1.7271484784168918E-5,0.6993181736225892,0.7006818263774107,0.7992137501707565,0.7978500974159349
9671.161152,-10802.606208000001,179.93218756013803,7556.513276410151,-0.016045722249202754,773.9064200406747,2.0733414058458682E-5,0.6991977138875398,0.7008022861124601,0.7990399459174912,0.7974353736925709
9672.077109,-11576.512085999999,179.9136052629269,8315.126052831272,-0.018582297211139576,758.6127764211215,2.449510183417233E-5,0.6990708851394429,0.700929114860557,0.7988470312046524,0.7969888014835383
9673.221,-12335.123999999998,179.89235537311833,9058.78511928259,-0.021249889808558464,743.6590664513169,2.8574774069507017E-5,0.6989375055095706,0.7010624944904293,0.7986336386945213,0.7965086497136625
9674.618151,-13078.781754,179.86830346608986,9787.83044315613,-0.024051907028479036,729.0453238735408,3.299096262038579E-5,0.698797404648576,0.7012025953514239,0.7983983635286912,0.7959931728258433
9676.293888,-13807.825151999998,179.84131199445977,10502.602030603712,-0.026991471630083197,714.7715874475816,3.7762373468800816E-5,0.6986504264184958,0.7013495735815041,0.7981397718366561,0.7954406246736478
9678.273537,-14522.593997999998,179.81124063134715,11203.43993188949,-0.030071363112625704,700.8379012857786,4.2907729529792046E-5,0.69849643184437,0.7015035681556299,0.7978564111455976,0.7948492748343378
9680.582424,-15223.428096,179.7779466779327,11890.68424708014,-0.03329395341444297,687.24431519065,4.844558576698712E-5,0.6983353023292778,0.7016646976707221,0.7975468228805284,0.794217427539084
9683.245875,-15910.66725,179.74128554058532,12564.675132071914,-0.03666113734738019,673.9908849917738,5.439411446614393E-5,0.698166943132631,0.701833056867369,0.7972095571377468,0.7935434434030088
9686.289216,-16584.651264,179.70111128272296,13225.752804950109,-0.04017425786236117,661.0776728781948,6.0770858721412875E-5,0.6979912871068819,0.7020087128931181,0.796843189901798,0.7928257641155618
9689.737773,-17245.719942,179.6572772563547,13874.257552672156,-0.04383402636827327,648.5047477220469,6.759245251822332E-5,0.6978082986815877,0.7021917013184122,0.7964463428543633,0.7920629402175388
9693.616872,-17894.213088000004,179.60963681788476,14510.529738060546,-0.047640438469926494,636.2721853883904,7.487430625435498E-5,0.697617978076505,0.7023820219234949,0.7960177058918748,0.791253662044885
9697.951839,-18530.470506000005,179.5580441322563,15134.909807086366,-0.05159268562846364,624.3800690258195,8.263025709478592E-5,0.6974203657185768,0.7025796342814231,0.7955560624283664,0.7903967938655201
9702.768,-19154.832000000002,179.5023550687959,15747.738296417852,-0.05568906346039171,612.8284893314867,9.087218435473283E-5,0.6972155468269818,0.7027844531730181,0.7950603175028659,0.7894914111568296
9708.090681,-19767.637374000005,179.44242819122158,16349.355841201677,-0.05992687757432691,601.617544783825,9.960959099992935E-5,0.697003656121285,0.7029963438787149,0.794529528643721,0.7885368408862911
9713.945208,-20369.226432000003,179.37812584315313,16940.103183037314,-0.06430234806845192,590.7473418356367,1.0884915346151947E-4,0.6967848825965773,0.7032151174034226,0.7939629393591935,0.7875327045523483
9720.356907,-20959.938978000006,179.3093153290877,17520.321178096652,-0.06881051406543293,580.2179950593381,1.1859424328677667E-4,0.6965594742967283,0.7034405257032716,0.7933600150238957,0.7864789636173524
9727.351104,-21540.114816000005,179.23587018918772,18090.350805332866,-0.07344513989997381,570.0296272362139,1.2884442560651423E-4,0.6963277430050027,0.7036722569949972,0.7927204808184436,0.785375966828449
9734.953125,-22110.09375,179.15767156434515,18650.53317471352,-0.07819862484257101,560.1823693806546,1.395949410707597E-4,0.6960900687578714,0.7039099312421285,0.792044361251114,0.7842244987668568
9743.188296,-22670.215584,179.0746096458401,19201.20953540386,-0.08306191850505229,550.6763606903405,1.508361797134781E-4,0.6958469040747474,0.7041530959252525,0.791332020649607,0.7830258287991018
9752.081943,-23220.820122000005,178.98658520151926,19742.72128381717,-0.08802444432083689,541.5117484133079,1.6255315711751457E-4,0.6955987777839595,0.7044012222160404,0.7905842038610518,0.7817817594289709
9761.659392,-23762.24716800001,178.89351116779233,20275.409971439898,-0.09307403372693557,532.688687622729,1.7472500522261103E-4,0.6953462983136546,0.7046537016863453,0.7898020762424235,0.7804946728697327
9771.945969,-24294.836526000006,178.79531429391196,20799.61731233069,-0.09819687388036868,524.2073408907927,1.8732449208652785E-4,0.6950901563059801,0.7049098436940198,0.788987261866665,0.7791675744786254
9782.967,-24818.928000000007,178.69193682203192,21315.685190184155,-0.10337747188003732,516.0678778534639,2.003175867291455E-4,0.6948311264059981,0.7051688735940018,0.7881418787220246,0.7778041315340208
9794.747811,-25334.861394000007,178.58333818346352,21823.955664843274,-0.10859863856839524,508.2704746591189,2.1366308684614698E-4,0.6945700680715787,0.7054299319284212,0.7872685695464988,0.7764087056896564
9807.313728000001,-25842.97651200001,178.4694966884806,22324.770978138204,-0.11384149498292118,500.8153132949301,2.2731232843888687E-4,0.6943079252508539,0.705692074749146,0.7863705268318407,0.7749863773335487
9820.690077,-26343.613158000007,178.35041118401935,22818.473558924925,-0.11908550446125332,493.7025807867212,2.4120899727021378E-4,0.6940457247769358,0.7059542752230641,0.785451510455096,0.7735429600089677
9834.902184,-26837.111136000007,178.2261026508539,23305.406027194716,-0.12430853316544699,486.93246826979157,2.552890621714963E-4,0.6937845733417276,0.7062154266582723,0.7845158563736953,0.7720850030571506
9849.975375,-27323.81025000001,178.09661570932658,23785.91119712528,-0.12948694152731832,480.50516993056226,2.6948084980236623E-4,0.693525652923634,0.7064743470763659,0.7835684748431648,0.7706197806904329
9865.934976,-27804.050304000008,177.96202000074206,24260.332078946816,-0.13459570858452707,474.4208818215375,2.8370527888179644E-4,0.6932702145707736,0.7067297854292263,0.7826148367242737,0.7691552658658211
9882.806313000001,-28278.171102000008,177.82241141009584,24729.011879501562,-0.139608590646219,468.6798005547462,2.978762696428847E-4,0.693019570467689,0.7069804295323109,0.7816609466126657,0.7677000875480439
9900.614712,-28746.51244800001,177.67791309516568,25192.294001383987,-0.14449831493016063,463.2821218824247,3.1190134068422465E-4,0.6927750842534919,0.707224915746508,0.780713301788349,0.7662634702953328
9919.385499,-29209.414146000006,177.52867628719437,25650.522040560558,-0.149236807971306,458.22803917657075,3.2568240092745615E-4,0.6925381596014346,0.7074618403985653,0.7797788363197317,0.764855155522601
9939.144,-29667.216000000008,177.3748808295978,26104.039782383217,-0.15379545759657276,453.51774182265945,3.391167388038193E-4,0.6923102271201713,0.7076897728798286,0.7788648500815041,0.7634853043218468
9959.915541,-30120.257814000008,177.21673542342134,26553.19119592943,-0.1581454061764589,449.151413546213,3.5209820431787947E-4,0.692092729691177,0.707907270308823,0.7779789229418033,0.7621643823241573
9981.725448000001,-30568.87939200001,177.05447755170223,26998.320426623395,-0.1622578717191061,445.1292306939649,3.645185724293402E-4,0.6918871064140433,0.7081128935859566,0.7771288149294628,0.7609030277575495
10004.599047,-31013.420538000006,176.8883730594844,27439.771787118025,-0.16610449221784052,441.4513604946296,3.762690685373698E-4,0.6916947753891065,0.7083052246108934,0.7763223537852171,0.7597119045634302
10028.561664,-31454.22105600001,176.71871537196657,27877.88974644438,-0.16965768751782662,438.11795932635505,3.8724202901586197E-4,0.6915171156241087,0.7084828843758912,0.7755673119095431,0.7586015431577605
10053.638625000001,-31891.62075000001,176.5458243400143,28313.01891746497,-0.1728910319522754,435.12917102059146,3.9733266226851555E-4,0.6913554484023847,0.7086445515976152,0.7748712753047915,0.757582172109561
10079.855256,-32325.959424000008,176.37004470994756,28745.504042697678,-0.17577963006672803,432.4851252327062,4.064408688555897E-4,0.691211018496665,0.7087889815033349,0.7742415076506098,0.7566635446439399
10107.236883000001,-32757.57688200001,176.19174422287,29175.689978608385,-0.17830048707756418,430.1859359107075,4.144730736026319E-4,0.6910849756461231,0.7089150243538768,0.7736848130976531,0.7558547643898995
10135.808832,-33186.81292800001,176.0113113576123,29603.9216785013,-0.18043286525769986,428.23169989291637,4.213440184432644E-4,0.6909783567371164,0.7090216432628835,0.7732074016952062,0.755164115169439
10165.596429000001,-33614.00736600001,175.82915274034048,30030.544174165272,-0.18215861727182414,426.62249566397077,4.269784625125108E-4,0.6908920691364073,0.7091079308635926,0.7728147615500293,0.754598899822844
10196.625,-34039.50000000001,175.64569025265547,30455.90255646208,-0.18346248768500573,425.35838229680667,4.313127360847193E-4,0.6908268756157496,0.7091731243842503,0.7725115418170492,0.7541652930485485
10228.919871,-34463.630634000016,175.46135787830676,30880.341955066317,-0.1843323743487133,424.4393986042378,4.342960972871882E-4,0.6907833812825629,0.709216618717437,0.7723014504480261,0.753868213013152
10262.506368,-34886.73907200001,175.27659833606597,31304.207517587372,-0.1847595422407835,423.86556252105584,4.358918453810586E-4,0.6907620228879607,0.7092379771120392,0.7721871702546492,0.7537112160305708
10297.409817000002,-35309.16511800001,175.09185955257965,31727.84438831866,-0.1847387834863241,423.63687073128676,4.360781514776972E-4,0.6907630608256852,0.7092369391743147,0.7721702962987106,0.753696417950081
10333.655544000001,-35731.24857600001,174.90759103384784,32151.597686870078,-0.1842685187318125,423.753298551419,4.348485766641248E-4,0.6907865740634094,0.7092134259365905,0.77225129692014,0.7538244450469589
10371.268875000002,-36153.32925000001,174.7242401971512,32575.812486943672,-0.18335083669663277,424.21480007359423,4.322122581880595E-4,0.6908324581651697,0.7091675418348302,0.7724294998888452,0.7540944162191847
10410.275136,-36575.74694400001,174.5422487265982,33000.83379551106,-0.18199147055301523,425.0213085673895,4.2819375613537713E-4,0.6909004264723477,0.7090995735276522,0.7727031042561452,0.7545039572008407
10450.699653000001,-36998.84146200001,174.3620490149804,33427.00653264391,-0.18019971161777448,426.1727371328452,4.2283256510048224E-4,0.6909900144191112,0.7090099855808887,0.7730692175473478,0.7550492463855704
10492.567752,-37422.95260800001,174.184060752227,33854.675512235495,-0.1779882627534164,427.66897959158814,4.1618230745508306E-4,0.6911005868623306,0.7088994131376694,0.7735239170039874,0.7557250907286486
10535.904759000001,-37848.42018600002,174.00868771666583,34284.18542383314,-0.17537303556116512,429.50991159764817,4.0830963576330516E-4,0.6912313482219417,0.7087686517780583,0.7740623327381774,0.7565250291820608
10580.736,-38275.58400000001,173.83631481958182,34715.880815778626,-0.17237289708401704,431.6953919454827,3.992928817405246E-4,0.6913813551457991,0.7086186448542008,0.7746787499062563,0.7574414601978546
10627.086801000001,-38704.78385400001,173.66730544655613,35150.10607982644,-0.16900937302568764,434.2252640478109,3.8922049686882946E-4,0.6915495313487156,0.7084504686512844,0.775366726417434,0.7584657891148652
10674.982488000001,-39136.35955200001,173.50199913102676,35587.205437380726,-0.1653063155293637,437.0993575542889,3.7818933538208335E-4,0.6917346842235303,0.7082653157764696,0.7761192222689925,0.7595885907160533
10724.448387000002,-39570.650898000014,173.34070958675923,36027.5229274596,-0.1612895442675324,440.31749007887265,3.6630283352739304E-4,0.691935522786622,0.708064477213378,0.7769287363635496,0.7607997819367937
10775.509824000002,-40007.99769600001,173.18372311682484,36471.40239646306,-0.15698646993439525,443.8794690034629,3.536691397032615E-4,0.6921506765032802,0.7078493234967197,0.7777874466219425,0.7620887996285031
10828.192125000001,-40448.739750000015,173.03129740757356,36919.18748978809,-0.15242570925127552,447.7850933250302,3.4039924848638736E-4,0.6923787145374376,0.7076212854625623,0.7786873493412195,0.7634447784160948
10882.520616000002,-40893.216864000016,172.88366070729737,37371.2216453026,-0.1476367002761947,452.034155514506,3.266051878494136E-4,0.6926181649861917,0.7073818350138082,0.7796203940466082,0.7648567240189916
10938.520623000002,-41341.76884200002,172.74101138105988,37827.84808865977,-0.14264932623748905,456.6264433571705,3.1239830349877735E-4,0.6928675336881269,0.707132466311873,0.780578610514477,0.7663136778907309
10996.217472000002,-41794.73548800002,172.60351782580156,38289.40983040665,-0.13749355525831675,461.56174174688203,2.978876774706536E-4,0.6931253222370856,0.7068746777629143,0.7815542251779088,0.7678048696520801
11055.636489000002,-42252.45660600002,172.47131872344582,38756.24966481593,-0.13219910235574162,466.8398344092784,2.831787105807314E-4,0.6933900448822129,0.706609955117787,0.7825397647184249,0.7693198544828508
11116.803000000002,-42715.27200000001,172.34452360448995,39228.710170348415,-0.1267951189558687,472.4605055324864,2.683718902874066E-4,0.693660244052205,0.7063397559477949,0.7835281452733653,0.7708486333777755
11179.742331000003,-43183.52147400002,172.22321369050817,39707.13371163575,-0.12130991398177571,478.4235412873386,2.535617575493553E-4,0.6939345043009097,0.7060654956990902,0.7845127463073951,0.7723817549092147
11244.479808000004,-43657.54483200002,172.1074429811475,40191.8624428591,-0.11577070936067457,484.7287312233457,2.3883607862173857E-4,0.6942114645319662,0.7057885354680337,0.7854874687851859,0.7739103978491185
11311.040757000002,-44137.68187800003,171.9972395494962,40683.23831238845,-0.11020343165131408,491.3758695293509,2.242752208342445E-4,0.6944898284174342,0.7055101715825657,0.786446777811655,0.7754264346465235
